# dump
0.088,0.039,0.019,0.076,0.034,0.063,0.054,0.070,0.045,0.041,0.077,0.063,0.043,0.026,0.022,0.069,0.018,0.050,0.132,0.023,0.023,0.064,0.031,0.047,0.042,0.055,0.115,0.091,0.097,0.210,0.067,0.095,0.053,0.039,0.017,0.066,0.039,0.073,0.090,0.058,0.045,0.036,0.043,0.078,0.080,0.106,0.067,0.025,0.034,0.027,0.006,0.019,0.055,0.035,0.072,0.020,0.081,0.020,0.013,0.014,0.010,0.062,0.024,0.052,0.052,0.039,0.075,0.027,0.052,0.061,0.044,0.038,0.029,0.041,0.078,0.046,0.061,0.025,0.065,0.083,0.081,0.072,0.082,0.067,0.057,0.029,0.089,0.096,0.158,0.054,0.055,0.052,0.100,0.066,0.028,0.031,0.014,0.013,0.016,0.005,0.024,0.051,0.057,0.039,0.032,0.070,0.062,0.037,0.036,0.047,0.032,0.021,0.051,0.040,0.052,0.091,0.048,0.058,0.035,0.041,0.032,0.032,0.010,0.016,0.043,0.059,0.030,0.062
0.022,0.047,0.053,0.055,0.045,0.051,0.055,0.056,0.048,0.047,0.054,0.053,0.047,0.040,0.042,0.054,0.043,0.051,0.075,0.060,0.039,0.049,0.047,0.048,0.048,0.058,0.076,0.096,0.079,0.093,0.074,0.059,0.047,0.062,0.060,0.050,0.080,0.077,0.092,0.066,0.060,0.066,0.048,0.045,0.046,0.055,0.052,0.040,0.038,0.032,0.027,0.058,0.063,0.044,0.048,0.035,0.037,0.051,0.049,0.033,0.036,0.048,0.038,0.041,0.040,0.035,0.041,0.031,0.038,0.044,0.042,0.040,0.039,0.048,0.062,0.055,0.053,0.045,0.053,0.056,0.057,0.057,0.054,0.071,0.054,0.054,0.081,0.075,0.076,0.064,0.073,0.054,0.056,0.063,0.056,0.030,0.028,0.028,0.026,0.021,0.026,0.036,0.042,0.036,0.034,0.050,0.049,0.042,0.038,0.038,0.033,0.034,0.061,0.069,0.044,0.048,0.034,0.033,0.034,0.032,0.029,0.029,0.024,0.027,0.036,0.042,0.036,0.039
0.024,0.033,0.043,0.066,0.069,0.061,0.077,0.058,0.052,0.048,0.048,0.050,0.053,0.049,0.051,0.057,0.052,0.053,0.068,0.049,0.045,0.050,0.054,0.054,0.058,0.080,0.078,0.063,0.083,0.073,0.083,0.055,0.046,0.049,0.050,0.048,0.064,0.075,0.084,0.058,0.054,0.077,0.051,0.042,0.038,0.041,0.045,0.044,0.043,0.040,0.038,0.040,0.043,0.060,0.060,0.053,0.050,0.053,0.065,0.060,0.061,0.050,0.040,0.038,0.037,0.034,0.056,0.033,0.031,0.036,0.040,0.041,0.044,0.051,0.059,0.055,0.051,0.047,0.048,0.050,0.051,0.054,0.056,0.073,0.073,0.072,0.080,0.060,0.047,0.044,0.048,0.060,0.060,0.037,0.031,0.028,0.027,0.027,0.029,0.024,0.023,0.029,0.037,0.037,0.033,0.041,0.043,0.042,0.038,0.035,0.034,0.051,0.038,0.040,0.038,0.033,0.024,0.022,0.030,0.035,0.057,0.033,0.031,0.032,0.036,0.036,0.030,0.020
0.018,0.029,0.036,0.045,0.045,0.043,0.046,0.056,0.060,0.051,0.050,0.054,0.061,0.054,0.054,0.060,0.062,0.064,0.098,0.058,0.058,0.061,0.066,0.069,0.082,0.067,0.064,0.065,0.088,0.070,0.083,0.061,0.049,0.050,0.050,0.052,0.061,0.066,0.076,0.052,0.070,0.046,0.043,0.044,0.038,0.036,0.039,0.043,0.045,0.046,0.049,0.051,0.044,0.043,0.041,0.038,0.038,0.042,0.050,0.055,0.052,0.048,0.035,0.031,0.032,0.031,0.033,0.068,0.036,0.034,0.039,0.045,0.052,0.057,0.061,0.056,0.050,0.047,0.046,0.048,0.052,0.057,0.056,0.058,0.073,0.069,0.073,0.053,0.043,0.044,0.042,0.041,0.045,0.043,0.041,0.030,0.025,0.023,0.030,0.025,0.022,0.024,0.032,0.038,0.034,0.041,0.042,0.044,0.041,0.037,0.034,0.050,0.037,0.040,0.037,0.030,0.022,0.018,0.022,0.050,0.042,0.038,0.036,0.036,0.036,0.033,0.025,0.002
0.031,0.034,0.035,0.037,0.038,0.038,0.038,0.044,0.058,0.050,0.054,0.061,0.070,0.059,0.054,0.063,0.076,0.084,0.095,0.073,0.066,0.068,0.074,0.066,0.067,0.065,0.066,0.073,0.095,0.068,0.074,0.075,0.057,0.056,0.052,0.062,0.066,0.090,0.096,0.051,0.042,0.038,0.040,0.045,0.040,0.035,0.034,0.037,0.041,0.045,0.048,0.052,0.047,0.045,0.039,0.036,0.036,0.042,0.040,0.040,0.040,0.044,0.033,0.028,0.029,0.030,0.029,0.035,0.049,0.038,0.043,0.052,0.061,0.062,0.059,0.054,0.050,0.047,0.045,0.046,0.049,0.054,0.058,0.056,0.072,0.057,0.066,0.055,0.051,0.039,0.035,0.035,0.031,0.029,0.029,0.032,0.034,0.028,0.033,0.031,0.026,0.025,0.031,0.042,0.038,0.044,0.043,0.046,0.045,0.045,0.040,0.048,0.041,0.043,0.037,0.032,0.028,0.024,0.025,0.046,0.047,0.041,0.039,0.037,0.035,0.033,0.026,0.016
0.049,0.039,0.035,0.033,0.033,0.033,0.034,0.039,0.056,0.051,0.067,0.082,0.098,0.089,0.061,0.087,0.078,0.084,0.091,0.070,0.056,0.054,0.057,0.063,0.067,0.069,0.071,0.077,0.069,0.063,0.068,0.078,0.062,0.064,0.059,0.088,0.094,0.096,0.063,0.050,0.043,0.038,0.040,0.046,0.043,0.037,0.034,0.035,0.037,0.038,0.039,0.043,0.049,0.055,0.046,0.040,0.041,0.045,0.036,0.034,0.037,0.043,0.035,0.030,0.029,0.031,0.031,0.035,0.051,0.047,0.051,0.055,0.062,0.060,0.057,0.054,0.051,0.047,0.045,0.043,0.044,0.051,0.060,0.060,0.080,0.075,0.092,0.067,0.057,0.041,0.038,0.035,0.028,0.023,0.022,0.026,0.037,0.040,0.044,0.034,0.038,0.029,0.033,0.043,0.037,0.041,0.039,0.041,0.046,0.057,0.051,0.038,0.038,0.050,0.043,0.043,0.044,0.044,0.043,0.032,0.046,0.044,0.038,0.034,0.033,0.032,0.026,0.016
0.031,0.037,0.035,0.034,0.033,0.034,0.038,0.048,0.057,0.067,0.054,0.061,0.073,0.065,0.065,0.095,0.070,0.075,0.079,0.068,0.057,0.073,0.051,0.060,0.067,0.072,0.075,0.077,0.068,0.060,0.062,0.072,0.067,0.101,0.106,0.073,0.068,0.082,0.064,0.051,0.046,0.040,0.041,0.041,0.036,0.031,0.030,0.030,0.030,0.030,0.031,0.034,0.042,0.055,0.053,0.059,0.084,0.053,0.036,0.032,0.034,0.039,0.040,0.035,0.031,0.032,0.034,0.037,0.049,0.068,0.066,0.060,0.057,0.057,0.057,0.056,0.053,0.050,0.047,0.043,0.043,0.051,0.063,0.088,0.084,0.100,0.075,0.059,0.049,0.042,0.038,0.034,0.030,0.027,0.026,0.026,0.029,0.029,0.032,0.052,0.068,0.039,0.035,0.040,0.033,0.039,0.038,0.039,0.043,0.055,0.047,0.034,0.032,0.039,0.041,0.035,0.033,0.031,0.029,0.026,0.035,0.054,0.041,0.036,0.034,0.031,0.027,0.023
0.035,0.055,0.058,0.053,0.050,0.050,0.053,0.050,0.052,0.071,0.058,0.060,0.066,0.080,0.073,0.086,0.068,0.071,0.066,0.079,0.079,0.051,0.049,0.057,0.063,0.069,0.070,0.071,0.068,0.060,0.062,0.066,0.069,0.102,0.072,0.086,0.083,0.109,0.101,0.062,0.052,0.044,0.041,0.035,0.030,0.027,0.027,0.027,0.027,0.027,0.029,0.032,0.038,0.044,0.046,0.067,0.048,0.069,0.043,0.032,0.033,0.038,0.039,0.040,0.036,0.034,0.036,0.042,0.056,0.078,0.066,0.054,0.051,0.051,0.049,0.049,0.054,0.056,0.053,0.048,0.048,0.055,0.067,0.070,0.067,0.105,0.066,0.054,0.049,0.041,0.036,0.033,0.034,0.035,0.035,0.036,0.037,0.036,0.034,0.041,0.055,0.078,0.043,0.031,0.028,0.038,0.043,0.042,0.045,0.051,0.045,0.035,0.028,0.028,0.031,0.030,0.030,0.029,0.027,0.027,0.030,0.043,0.058,0.064,0.066,0.033,0.027,0.028
0.021,0.032,0.032,0.031,0.031,0.036,0.041,0.035,0.035,0.043,0.070,0.057,0.067,0.080,0.084,0.082,0.066,0.066,0.057,0.069,0.054,0.050,0.053,0.057,0.059,0.063,0.063,0.062,0.059,0.067,0.086,0.087,0.085,0.082,0.084,0.065,0.063,0.086,0.082,0.068,0.085,0.053,0.041,0.032,0.027,0.026,0.026,0.027,0.028,0.030,0.032,0.036,0.041,0.044,0.045,0.061,0.048,0.056,0.073,0.038,0.036,0.065,0.040,0.043,0.041,0.040,0.042,0.049,0.062,0.078,0.057,0.048,0.047,0.044,0.041,0.041,0.044,0.045,0.047,0.053,0.058,0.064,0.084,0.116,0.099,0.063,0.088,0.054,0.074,0.043,0.037,0.034,0.035,0.038,0.043,0.050,0.054,0.053,0.052,0.063,0.059,0.057,0.036,0.027,0.026,0.031,0.037,0.049,0.051,0.049,0.045,0.038,0.030,0.024,0.024,0.027,0.028,0.027,0.026,0.026,0.029,0.039,0.047,0.051,0.048,0.035,0.027,0.020
0.016,0.028,0.028,0.027,0.028,0.034,0.034,0.031,0.034,0.039,0.071,0.049,0.063,0.055,0.052,0.055,0.059,0.060,0.052,0.063,0.050,0.049,0.074,0.081,0.063,0.064,0.063,0.061,0.054,0.058,0.070,0.076,0.077,0.079,0.092,0.066,0.063,0.076,0.061,0.054,0.065,0.071,0.044,0.030,0.026,0.026,0.028,0.029,0.032,0.033,0.035,0.037,0.038,0.040,0.041,0.047,0.070,0.046,0.067,0.050,0.054,0.040,0.040,0.045,0.047,0.049,0.054,0.061,0.066,0.079,0.055,0.043,0.041,0.040,0.039,0.038,0.038,0.038,0.038,0.040,0.043,0.049,0.062,0.073,0.055,0.052,0.084,0.055,0.069,0.046,0.039,0.035,0.035,0.038,0.045,0.079,0.067,0.096,0.089,0.078,0.054,0.059,0.039,0.030,0.029,0.031,0.034,0.044,0.057,0.067,0.076,0.046,0.037,0.023,0.021,0.023,0.025,0.025,0.024,0.024,0.026,0.032,0.039,0.044,0.052,0.036,0.024,0.003
